One=0, Two=0, Three=0, Four=0 Generation=268 4 guns alive
One=3, Two=8, Three=4, Four=7 Generation=3852 1 gun alive
One=3, Two=8, Three=4, Four=8 Generation=2079 All guns dead
One=3, Two=8, Three=4, Four=9 Generation=5111 1 gun alive
One=3, Two=8, Three=4, Four=10 Generation=263 4 guns alive
One=3, Two=8, Three=4, Four=11 Generation=2825 All guns dead
One=3, Two=8, Three=4, Four=12 Generation=262 4 guns alive
One=3, Two=8, Three=5, Four=0 Generation=2988 1 gun alive
One=3, Two=8, Three=5, Four=1 Generation=2645 1 gun alive
One=3, Two=8, Three=5, Four=2 Generation=3066 All guns dead
One=3, Two=8, Three=5, Four=3 Generation=4058 1 gun alive
One=3, Two=8, Three=5, Four=4 Generation=4205 All guns dead
One=3, Two=8, Three=5, Four=5 Generation=2136 All guns dead
One=3, Two=8, Three=5, Four=6 Generation=5256 All guns dead
One=3, Two=8, Three=5, Four=7 Generation=3789 All guns dead
One=3, Two=8, Three=5, Four=8 Generation=262 4 guns alive
One=3, Two=8, Three=5, Four=9 Generation=3364 All guns dead
One=3, Two=8, Three=5, Four=10 Generation=2649 All guns dead
One=3, Two=8, Three=5, Four=11 Generation=272 4 guns alive
One=3, Two=8, Three=5, Four=12 Generation=294 4 guns alive
One=3, Two=8, Three=6, Four=0 Generation=3128 1 gun alive
One=3, Two=8, Three=6, Four=1 Generation=3874 All guns dead
One=3, Two=8, Three=6, Four=2 Generation=265 4 guns alive
One=3, Two=8, Three=6, Four=3 Generation=5404 All guns dead
One=3, Two=8, Three=6, Four=4 Generation=2407 All guns dead
One=3, Two=8, Three=6, Four=5 Generation=3051 1 gun alive
One=3, Two=8, Three=6, Four=6 Generation=5467 All guns dead
One=3, Two=8, Three=6, Four=7 Generation=3128 All guns dead
One=3, Two=8, Three=6, Four=8 Generation=267 4 guns alive
One=3, Two=8, Three=6, Four=9 Generation=4210 1 gun alive
One=3, Two=8, Three=6, Four=10 Generation=268 4 guns alive
One=3, Two=8, Three=6, Four=11 Generation=1507 All guns dead
One=3, Two=8, Three=6, Four=12 Generation=1507 All guns dead
One=3, Two=8, Three=7, Four=0 Generation=2941 All guns dead
One=3, Two=8, Three=7, Four=1 Generation=1509 All guns dead
One=3, Two=8, Three=7, Four=2 Generation=3724 All guns dead
One=3, Two=8, Three=7, Four=3 Generation=6574 All guns dead
One=3, Two=8, Three=7, Four=4 Generation=290 4 guns alive
One=3, Two=8, Three=7, Four=5 Generation=2378 All guns dead
One=3, Two=8, Three=7, Four=6 Generation=3217 All guns dead
One=3, Two=8, Three=7, Four=7 Generation=2231 2 guns alive
One=3, Two=8, Three=7, Four=8 Generation=11322 1 gun alive
One=3, Two=8, Three=7, Four=9 Generation=1594 All guns dead
One=3, Two=8, Three=7, Four=10 Generation=3818 All guns dead
One=3, Two=8, Three=7, Four=11 Generation=4059 All guns dead
One=3, Two=8, Three=7, Four=12 Generation=1873 All guns dead
One=3, Two=8, Three=8, Four=0 Generation=3219 All guns dead
One=3, Two=8, Three=8, Four=1 Generation=2469 All guns dead
One=3, Two=8, Three=8, Four=2 Generation=2739 All guns dead
One=3, Two=8, Three=8, Four=3 Generation=1204 All guns dead
One=3, Two=8, Three=8, Four=4 Generation=2224 1 gun alive
One=3, Two=8, Three=8, Four=5 Generation=4929 All guns dead
One=3, Two=8, Three=8, Four=6 Generation=4957 All guns dead
One=3, Two=8, Three=8, Four=7 Generation=4119 All guns dead
One=3, Two=8, Three=8, Four=8 Generation=1869 All guns dead
One=3, Two=8, Three=8, Four=9 Generation=268 4 guns alive
One=3, Two=8, Three=8, Four=10 Generation=1984 All guns dead
One=3, Two=8, Three=8, Four=11 Generation=3459 All guns dead
One=3, Two=8, Three=8, Four=12 Generation=1696 3 guns alive
One=3, Two=8, Three=9, Four=0 Generation=2284 1 gun alive
One=3, Two=8, Three=9, Four=1 Generation=3967 1 gun alive
One=3, Two=8, Three=9, Four=2 Generation=1774 All guns dead
One=3, Two=8, Three=9, Four=3 Generation=2854 All guns dead
One=3, Two=8, Three=9, Four=4 Generation=3725 All guns dead
One=3, Two=8, Three=9, Four=5 Generation=1893 1 gun alive
One=3, Two=8, Three=9, Four=6 Generation=3574 All guns dead
One=3, Two=8, Three=9, Four=7 Generation=1870 All guns dead
One=3, Two=8, Three=9, Four=8 Generation=291 4 guns alive
One=3, Two=8, Three=9, Four=9 Generation=5944 All guns dead
One=3, Two=8, Three=9, Four=10 Generation=1359 All guns dead
One=3, Two=8, Three=9, Four=11 Generation=2259 All guns dead
One=3, Two=8, Three=9, Four=12 Generation=2737 1 gun alive
One=3, Two=8, Three=10, Four=0 Generation=4809 All guns dead
One=3, Two=8, Three=10, Four=1 Generation=1864 All guns dead
One=3, Two=8, Three=10, Four=2 Generation=2193 All guns dead
One=3, Two=8, Three=10, Four=3 Generation=1774 All guns dead
One=3, Two=8, Three=10, Four=4 Generation=5794 All guns dead
One=3, Two=8, Three=10, Four=5 Generation=3876 All guns dead
One=3, Two=8, Three=10, Four=6 Generation=2261 All guns dead
One=3, Two=8, Three=10, Four=7 Generation=3818 All guns dead
One=3, Two=8, Three=10, Four=8 Generation=4509 All guns dead
One=3, Two=8, Three=10, Four=9 Generation=3880 All guns dead
One=3, Two=8, Three=10, Four=10 Generation=3581 All guns dead
One=3, Two=8, Three=10, Four=11 Generation=3436 1 gun alive
One=3, Two=8, Three=10, Four=12 Generation=2173 All guns dead
One=3, Two=8, Three=11, Four=0 Generation=4831 All guns dead
One=3, Two=8, Three=11, Four=1 Generation=2947 1 gun alive
One=3, Two=8, Three=11, Four=2 Generation=5049 All guns dead
One=3, Two=8, Three=11, Four=3 Generation=2574 2 guns alive
One=3, Two=8, Three=11, Four=4 Generation=2404 All guns dead
One=3, Two=8, Three=11, Four=5 Generation=1047 2 guns alive
One=3, Two=8, Three=11, Four=6 Generation=2991 1 gun alive
One=3, Two=8, Three=11, Four=7 Generation=2618 All guns dead
One=3, Two=8, Three=11, Four=8 Generation=2469 All guns dead
One=3, Two=8, Three=11, Four=9 Generation=3550 All guns dead
One=3, Two=8, Three=11, Four=10 Generation=2052 All guns dead
One=3, Two=8, Three=11, Four=11 Generation=5052 All guns dead
One=3, Two=8, Three=11, Four=12 Generation=4065 1 gun alive
One=3, Two=8, Three=12, Four=0 Generation=1060 3 guns alive
One=3, Two=8, Three=12, Four=1 Generation=2803 All guns dead
One=3, Two=8, Three=12, Four=2 Generation=5494 All guns dead
One=3, Two=8, Three=12, Four=3 Generation=2857 1 gun alive
One=3, Two=8, Three=12, Four=4 Generation=1869 All guns dead
One=3, Two=8, Three=12, Four=5 Generation=2833 All guns dead
One=3, Two=8, Three=12, Four=6 Generation=3904 All guns dead
One=3, Two=8, Three=12, Four=7 Generation=260 4 guns alive
One=3, Two=8, Three=12, Four=8 Generation=5176 1 gun alive
One=3, Two=8, Three=12, Four=9 Generation=3099 All guns dead
One=3, Two=8, Three=12, Four=10 Generation=2499 All guns dead
One=3, Two=8, Three=12, Four=11 Generation=6609 All guns dead
One=3, Two=8, Three=12, Four=12 Generation=2091 2 guns alive
One=3, Two=9, Three=3, Four=0 Generation=5770 All guns dead
One=3, Two=9, Three=3, Four=1 Generation=3790 All guns dead
One=3, Two=9, Three=3, Four=2 Generation=301 4 guns alive
One=3, Two=9, Three=3, Four=3 Generation=1744 All guns dead
One=3, Two=9, Three=3, Four=4 Generation=1684 All guns dead
One=3, Two=9, Three=3, Four=5 Generation=3862 1 gun alive
One=3, Two=9, Three=3, Four=6 Generation=3004 All guns dead
One=3, Two=9, Three=3, Four=7 Generation=2876 1 gun alive
One=3, Two=9, Three=3, Four=8 Generation=2374 All guns dead
One=3, Two=9, Three=3, Four=9 Generation=371 4 guns alive
One=3, Two=9, Three=3, Four=10 Generation=1600 All guns dead
One=3, Two=9, Three=3, Four=11 Generation=2442 All guns dead
One=3, Two=9, Three=3, Four=12 Generation=265 4 guns alive
One=3, Two=9, Three=4, Four=0 Generation=2525 All guns dead
One=3, Two=9, Three=4, Four=1 Generation=265 4 guns alive
One=3, Two=9, Three=4, Four=2 Generation=2133 All guns dead
One=3, Two=9, Three=4, Four=3 Generation=3574 All guns dead
One=3, Two=9, Three=4, Four=4 Generation=2105 All guns dead
One=3, Two=9, Three=4, Four=5 Generation=2245 2 guns alive
One=3, Two=9, Three=4, Four=6 Generation=7417 All guns dead
One=3, Two=9, Three=4, Four=7 Generation=1674 3 guns alive
One=3, Two=9, Three=4, Four=8 Generation=2194 All guns dead
One=3, Two=9, Three=4, Four=9 Generation=2500 All guns dead
One=3, Two=9, Three=4, Four=10 Generation=2555 All guns dead
One=3, Two=9, Three=4, Four=11 Generation=4155 2 guns alive
One=3, Two=9, Three=4, Four=12 Generation=5653 All guns dead
One=3, Two=9, Three=5, Four=0 Generation=3901 All guns dead
One=3, Two=9, Three=5, Four=1 Generation=3606 All guns dead
One=3, Two=9, Three=5, Four=2 Generation=2016 All guns dead
One=3, Two=9, Three=5, Four=3 Generation=6484 All guns dead
One=3, Two=9, Three=5, Four=4 Generation=5705 All guns dead
One=3, Two=9, Three=5, Four=5 Generation=2126 2 guns alive
One=3, Two=9, Three=5, Four=6 Generation=7567 All guns dead
One=3, Two=9, Three=5, Four=7 Generation=257 4 guns alive
One=3, Two=9, Three=5, Four=8 Generation=263 4 guns alive
One=3, Two=9, Three=5, Four=9 Generation=1264 All guns dead
One=3, Two=9, Three=5, Four=10 Generation=268 4 guns alive
One=3, Two=9, Three=5, Four=11 Generation=325 4 guns alive
One=3, Two=9, Three=5, Four=12 Generation=1735 2 guns alive
One=3, Two=9, Three=6, Four=0 Generation=4621 All guns dead
One=3, Two=9, Three=6, Four=1 Generation=1045 2 guns alive
One=3, Two=9, Three=6, Four=2 Generation=2914 All guns dead
One=3, Two=9, Three=6, Four=3 Generation=2704 All guns dead
One=3, Two=9, Three=6, Four=4 Generation=6217 1 gun alive
One=3, Two=9, Three=6, Four=5 Generation=1930 All guns dead
One=3, Two=9, Three=6, Four=6 Generation=2047 All guns dead
One=3, Two=9, Three=6, Four=7 Generation=2802 1 gun alive
One=3, Two=9, Three=6, Four=8 Generation=3187 All guns dead
One=3, Two=9, Three=6, Four=9 Generation=3613 1 gun alive
One=3, Two=9, Three=6, Four=10 Generation=2110 All guns dead
One=3, Two=9, Three=6, Four=11 Generation=1927 All guns dead
One=3, Two=9, Three=6, Four=12 Generation=261 4 guns alive
One=3, Two=9, Three=7, Four=0 Generation=4408 1 gun alive
One=3, Two=9, Three=7, Four=1 Generation=1414 All guns dead
One=3, Two=9, Three=7, Four=2 Generation=5793 All guns dead
One=3, Two=9, Three=7, Four=3 Generation=1868 All guns dead
One=3, Two=9, Three=7, Four=4 Generation=5434 All guns dead
One=3, Two=9, Three=7, Four=5 Generation=5164 All guns dead
One=3, Two=9, Three=7, Four=6 Generation=1600 All guns dead
One=3, Two=9, Three=7, Four=7 Generation=5288 All guns dead
One=3, Two=9, Three=7, Four=8 Generation=3154 All guns dead
One=3, Two=9, Three=7, Four=9 Generation=267 4 guns alive
One=3, Two=9, Three=7, Four=10 Generation=4391 All guns dead
One=3, Two=9, Three=7, Four=11 Generation=5674 All guns dead
One=3, Two=9, Three=7, Four=12 Generation=4954 All guns dead
One=3, Two=9, Three=8, Four=0 Generation=6550 All guns dead
One=3, Two=9, Three=8, Four=1 Generation=2942 All guns dead
One=3, Two=9, Three=8, Four=2 Generation=3724 All guns dead
One=3, Two=9, Three=8, Four=3 Generation=2854 All guns dead
One=3, Two=9, Three=8, Four=4 Generation=2200 All guns dead
One=3, Two=9, Three=8, Four=5 Generation=2136 All guns dead
One=3, Two=9, Three=8, Four=6 Generation=1594 All guns dead
One=3, Two=9, Three=8, Four=7 Generation=4907 1 gun alive
One=3, Two=9, Three=8, Four=8 Generation=6291 1 gun alive
One=3, Two=9, Three=8, Four=9 Generation=5860 All guns dead
One=3, Two=9, Three=8, Four=10 Generation=3427 1 gun alive
One=3, Two=9, Three=8, Four=11 Generation=2352 All guns dead
One=3, Two=9, Three=8, Four=12 Generation=1903 All guns dead
One=3, Two=9, Three=9, Four=0 Generation=3997 1 gun alive
One=3, Two=9, Three=9, Four=1 Generation=3010 All guns dead
One=3, Two=9, Three=9, Four=2 Generation=2782 2 guns alive
One=3, Two=9, Three=9, Four=3 Generation=2344 All guns dead
One=3, Two=9, Three=9, Four=4 Generation=2740 All guns dead
One=3, Two=9, Three=9, Four=5 Generation=1750 All guns dead
One=3, Two=9, Three=9, Four=6 Generation=1654 All guns dead
One=3, Two=9, Three=9, Four=7 Generation=2452 1 gun alive
One=3, Two=9, Three=9, Four=8 Generation=2644 All guns dead
One=3, Two=9, Three=9, Four=9 Generation=4834 All guns dead
One=3, Two=9, Three=9, Four=10 Generation=3584 1 gun alive
One=3, Two=9, Three=9, Four=11 Generation=2710 All guns dead
One=3, Two=9, Three=9, Four=12 Generation=5860 All guns dead
One=3, Two=9, Three=10, Four=0 Generation=964 All guns dead
One=3, Two=9, Three=10, Four=1 Generation=6161 All guns dead
One=3, Two=9, Three=10, Four=2 Generation=8281 1 gun alive
One=3, Two=9, Three=10, Four=3 Generation=8317 1 gun alive
One=3, Two=9, Three=10, Four=4 Generation=3725 All guns dead
One=3, Two=9, Three=10, Four=5 Generation=1511 All guns dead
One=3, Two=9, Three=10, Four=6 Generation=1937 2 guns alive
One=3, Two=9, Three=10, Four=7 Generation=1774 All guns dead
One=3, Two=9, Three=10, Four=8 Generation=3820 All guns dead
One=3, Two=9, Three=10, Four=9 Generation=1870 All guns dead
One=3, Two=9, Three=10, Four=10 Generation=3067 1 gun alive
One=3, Two=9, Three=10, Four=11 Generation=4210 2 guns alive
One=3, Two=9, Three=10, Four=12 Generation=1444 All guns dead
One=3, Two=9, Three=11, Four=0 Generation=1303 2 guns alive
One=3, Two=9, Three=11, Four=1 Generation=4082 All guns dead
One=3, Two=9, Three=11, Four=2 Generation=1654 All guns dead
One=3, Two=9, Three=11, Four=3 Generation=3334 All guns dead
One=3, Two=9, Three=11, Four=4 Generation=291 4 guns alive
One=3, Two=9, Three=11, Four=5 Generation=1416 All guns dead
One=3, Two=9, Three=11, Four=6 Generation=3131 1 gun alive
One=3, Two=9, Three=11, Four=7 Generation=4032 All guns dead
One=3, Two=9, Three=11, Four=8 Generation=3220 All guns dead
One=3, Two=9, Three=11, Four=9 Generation=2260 All guns dead
One=3, Two=9, Three=11, Four=10 Generation=3405 1 gun alive
One=3, Two=9, Three=11, Four=11 Generation=1900 All guns dead
One=3, Two=9, Three=11, Four=12 Generation=1783 All guns dead
One=3, Two=9, Three=12, Four=0 Generation=2893 1 gun alive
One=3, Two=9, Three=12, Four=1 Generation=2432 All guns dead
One=3, Two=9, Three=12, Four=2 Generation=4533 All guns dead
One=3, Two=9, Three=12, Four=3 Generation=4834 All guns dead
One=3, Two=9, Three=12, Four=4 Generation=2293 All guns dead
One=3, Two=9, Three=12, Four=5 Generation=3516 All guns dead
One=3, Two=9, Three=12, Four=6 Generation=4624 All guns dead
One=3, Two=9, Three=12, Four=7 Generation=5794 All guns dead
One=3, Two=9, Three=12, Four=8 Generation=4003 All guns dead
One=3, Two=9, Three=12, Four=9 Generation=1300 All guns dead
One=3, Two=9, Three=12, Four=10 Generation=1303 All guns dead
One=3, Two=9, Three=12, Four=11 Generation=3735 1 gun alive
One=3, Two=9, Three=12, Four=12 Generation=5470 All guns dead
One=3, Two=10, Three=3, Four=0 Generation=1504 All guns dead
One=3, Two=10, Three=3, Four=1 Generation=266 4 guns alive
One=3, Two=10, Three=3, Four=2 Generation=2944 All guns dead
One=3, Two=10, Three=3, Four=3 Generation=3604 All guns dead
One=3, Two=10, Three=3, Four=4 Generation=270 4 guns alive
One=3, Two=10, Three=3, Four=5 Generation=2496 All guns dead
One=3, Two=10, Three=3, Four=6 Generation=2830 1 gun alive
One=3, Two=10, Three=3, Four=7 Generation=7991 All guns dead
One=3, Two=10, Three=3, Four=8 Generation=2524 All guns dead
One=3, Two=10, Three=3, Four=9 Generation=1600 All guns dead
One=3, Two=10, Three=3, Four=10 Generation=263 4 guns alive
One=3, Two=10, Three=3, Four=11 Generation=4744 All guns dead
One=3, Two=10, Three=3, Four=12 Generation=1924 All guns dead
One=3, Two=10, Three=4, Four=0 Generation=3485 All guns dead
One=3, Two=10, Three=4, Four=1 Generation=266 4 guns alive
One=3, Two=10, Three=4, Four=2 Generation=4325 All guns dead
One=3, Two=10, Three=4, Four=3 Generation=6787 1 gun alive
One=3, Two=10, Three=4, Four=4 Generation=272 4 guns alive
One=3, Two=10, Three=4, Four=5 Generation=1625 All guns dead
One=3, Two=10, Three=4, Four=6 Generation=7325 All guns dead
One=3, Two=10, Three=4, Four=7 Generation=2921 All guns dead
One=3, Two=10, Three=4, Four=8 Generation=2831 All guns dead
One=3, Two=10, Three=4, Four=9 Generation=2615 All guns dead
One=3, Two=10, Three=4, Four=10 Generation=2464 All guns dead
One=3, Two=10, Three=4, Four=11 Generation=1505 All guns dead
One=3, Two=10, Three=4, Four=12 Generation=3461 All guns dead
One=3, Two=10, Three=5, Four=0 Generation=3311 All guns dead
One=3, Two=10, Three=5, Four=1 Generation=269 4 guns alive
One=3, Two=10, Three=5, Four=2 Generation=6084 1 gun alive
One=3, Two=10, Three=5, Four=3 Generation=2921 All guns dead
One=3, Two=10, Three=5, Four=4 Generation=2767 1 gun alive
One=3, Two=10, Three=5, Four=5 Generation=1416 All guns dead
One=3, Two=10, Three=5, Four=6 Generation=3607 All guns dead
One=3, Two=10, Three=5, Four=7 Generation=1118 All guns dead
One=3, Two=10, Three=5, Four=8 Generation=2777 1 gun alive
One=3, Two=10, Three=5, Four=9 Generation=6403 1 gun alive
One=3, Two=10, Three=5, Four=10 Generation=1781 All guns dead
One=3, Two=10, Three=5, Four=11 Generation=5434 All guns dead
One=3, Two=10, Three=5, Four=12 Generation=2884 All guns dead
One=3, Two=10, Three=6, Four=0 Generation=5401 All guns dead
One=3, Two=10, Three=6, Four=1 Generation=2831 All guns dead
One=3, Two=10, Three=6, Four=2 Generation=3303 All guns dead
One=3, Two=10, Three=6, Four=3 Generation=289 4 guns alive
One=3, Two=10, Three=6, Four=4 Generation=3278 2 guns alive
One=3, Two=10, Three=6, Four=5 Generation=2736 All guns dead
One=3, Two=10, Three=6, Four=6 Generation=2317 All guns dead
One=3, Two=10, Three=6, Four=7 Generation=258 4 guns alive
One=3, Two=10, Three=6, Four=8 Generation=263 4 guns alive
One=3, Two=10, Three=6, Four=9 Generation=2824 All guns dead
One=3, Two=10, Three=6, Four=10 Generation=261 4 guns alive
One=3, Two=10, Three=6, Four=11 Generation=9997 All guns dead
One=3, Two=10, Three=6, Four=12 Generation=261 4 guns alive
One=3, Two=10, Three=7, Four=0 Generation=2384 2 guns alive
One=3, Two=10, Three=7, Four=1 Generation=3514 All guns dead
One=3, Two=10, Three=7, Four=2 Generation=2403 All guns dead
One=3, Two=10, Three=7, Four=3 Generation=1988 All guns dead
One=3, Two=10, Three=7, Four=4 Generation=257 4 guns alive
One=3, Two=10, Three=7, Four=5 Generation=1508 All guns dead
One=3, Two=10, Three=7, Four=6 Generation=3364 All guns dead
One=3, Two=10, Three=7, Four=7 Generation=2021 All guns dead
One=3, Two=10, Three=7, Four=8 Generation=3429 All guns dead
One=3, Two=10, Three=7, Four=9 Generation=2134 All guns dead
One=3, Two=10, Three=7, Four=10 Generation=1954 All guns dead
One=3, Two=10, Three=7, Four=11 Generation=2832 All guns dead
One=3, Two=10, Three=7, Four=12 Generation=2533 All guns dead
One=3, Two=10, Three=8, Four=0 Generation=2681 All guns dead
One=3, Two=10, Three=8, Four=1 Generation=4135 1 gun alive
One=3, Two=10, Three=8, Four=2 Generation=290 4 guns alive
One=3, Two=10, Three=8, Four=3 Generation=1774 All guns dead
One=3, Two=10, Three=8, Four=4 Generation=2801 All guns dead
One=3, Two=10, Three=8, Four=5 Generation=5559 1 gun alive
One=3, Two=10, Three=8, Four=6 Generation=3309 All guns dead
One=3, Two=10, Three=8, Four=7 Generation=1418 All guns dead
One=3, Two=10, Three=8, Four=8 Generation=9162 1 gun alive
One=3, Two=10, Three=8, Four=9 Generation=4810 All guns dead
One=3, Two=10, Three=8, Four=10 Generation=3221 All guns dead
One=3, Two=10, Three=8, Four=11 Generation=1452 All guns dead
One=3, Two=10, Three=8, Four=12 Generation=298 4 guns alive
One=3, Two=10, Three=9, Four=0 Generation=4054 All guns dead
One=3, Two=10, Three=9, Four=1 Generation=2585 1 gun alive
One=3, Two=10, Three=9, Four=2 Generation=346 4 guns alive
One=3, Two=10, Three=9, Four=3 Generation=8317 1 gun alive
One=3, Two=10, Three=9, Four=4 Generation=1775 All guns dead
One=3, Two=10, Three=9, Four=5 Generation=2976 All guns dead
One=3, Two=10, Three=9, Four=6 Generation=8230 1 gun alive
One=3, Two=10, Three=9, Four=7 Generation=2864 1 gun alive
One=3, Two=10, Three=9, Four=8 Generation=4294 1 gun alive
One=3, Two=10, Three=9, Four=9 Generation=4474 All guns dead
One=3, Two=10, Three=9, Four=10 Generation=265 4 guns alive
One=3, Two=10, Three=9, Four=11 Generation=1540 All guns dead
One=3, Two=10, Three=9, Four=12 Generation=2560 All guns dead
One=3, Two=10, Three=10, Four=0 Generation=3980 1 gun alive
One=3, Two=10, Three=10, Four=1 Generation=3933 1 gun alive
One=3, Two=10, Three=10, Four=2 Generation=2164 All guns dead
One=3, Two=10, Three=10, Four=3 Generation=308 4 guns alive
One=3, Two=10, Three=10, Four=4 Generation=2783 2 guns alive
One=3, Two=10, Three=10, Four=5 Generation=2471 All guns dead
One=3, Two=10, Three=10, Four=6 Generation=1954 All guns dead
One=3, Two=10, Three=10, Four=7 Generation=5603 1 gun alive
One=3, Two=10, Three=10, Four=8 Generation=3914 1 gun alive
One=3, Two=10, Three=10, Four=9 Generation=4357 1 gun alive
One=3, Two=10, Three=10, Four=10 Generation=1511 All guns dead
One=3, Two=10, Three=10, Four=11 Generation=3694 All guns dead
One=3, Two=10, Three=10, Four=12 Generation=3394 All guns dead
One=3, Two=10, Three=11, Four=0 Generation=4051 All guns dead
One=3, Two=10, Three=11, Four=1 Generation=3701 All guns dead
One=3, Two=10, Three=11, Four=2 Generation=3702 All guns dead
One=3, Two=10, Three=11, Four=3 Generation=5047 1 gun alive
One=3, Two=10, Three=11, Four=4 Generation=347 4 guns alive
One=3, Two=10, Three=11, Four=5 Generation=2944 All guns dead
One=3, Two=10, Three=11, Four=6 Generation=2944 All guns dead
One=3, Two=10, Three=11, Four=7 Generation=3882 All guns dead
One=3, Two=10, Three=11, Four=8 Generation=1961 All guns dead
One=3, Two=10, Three=11, Four=9 Generation=1810 All guns dead
One=3, Two=10, Three=11, Four=10 Generation=3341 All guns dead
One=3, Two=10, Three=11, Four=11 Generation=2352 All guns dead
One=3, Two=10, Three=11, Four=12 Generation=1901 All guns dead
One=3, Two=10, Three=12, Four=0 Generation=4573 All guns dead
One=3, Two=10, Three=12, Four=1 Generation=551 4 guns alive
One=3, Two=10, Three=12, Four=2 Generation=3219 2 guns alive
One=3, Two=10, Three=12, Four=3 Generation=4961 All guns dead
One=3, Two=10, Three=12, Four=4 Generation=4355 All guns dead
One=3, Two=10, Three=12, Four=5 Generation=4137 1 gun alive
One=3, Two=10, Three=12, Four=6 Generation=4411 1 gun alive
One=3, Two=10, Three=12, Four=7 Generation=3433 All guns dead
One=3, Two=10, Three=12, Four=8 Generation=1389 All guns dead
One=3, Two=10, Three=12, Four=9 Generation=3313 All guns dead
One=3, Two=10, Three=12, Four=10 Generation=289 4 guns alive
One=3, Two=10, Three=12, Four=11 Generation=3253 All guns dead
One=3, Two=10, Three=12, Four=12 Generation=7965 1 gun alive
One=3, Two=11, Three=3, Four=0 Generation=2794 All guns dead
One=3, Two=11, Three=3, Four=1 Generation=267 4 guns alive
One=3, Two=11, Three=3, Four=2 Generation=7833 All guns dead
One=3, Two=11, Three=3, Four=3 Generation=1962 All guns dead
One=3, Two=11, Three=3, Four=4 Generation=264 4 guns alive
One=3, Two=11, Three=3, Four=5 Generation=2646 All guns dead
One=3, Two=11, Three=3, Four=6 Generation=2455 2 guns alive
One=3, Two=11, Three=3, Four=7 Generation=2278 2 guns alive
One=3, Two=11, Three=3, Four=8 Generation=9157 1 gun alive
One=3, Two=11, Three=3, Four=9 Generation=2442 All guns dead
One=3, Two=11, Three=3, Four=10 Generation=4744 All guns dead
One=3, Two=11, Three=3, Four=11 Generation=329 4 guns alive
One=3, Two=11, Three=3, Four=12 Generation=2233 All guns dead
One=3, Two=11, Three=4, Four=0 Generation=1325 All guns dead
One=3, Two=11, Three=4, Four=1 Generation=267 4 guns alive
One=3, Two=11, Three=4, Four=2 Generation=3852 All guns dead
One=3, Two=11, Three=4, Four=3 Generation=1564 All guns dead
One=3, Two=11, Three=4, Four=4 Generation=264 4 guns alive
One=3, Two=11, Three=4, Four=5 Generation=11409 1 gun alive
One=3, Two=11, Three=4, Four=6 Generation=4685 All guns dead
One=3, Two=11, Three=4, Four=7 Generation=1805 All guns dead
One=3, Two=11, Three=4, Four=8 Generation=4899 All guns dead
One=3, Two=11, Three=4, Four=9 Generation=5235 1 gun alive
One=3, Two=11, Three=4, Four=10 Generation=2374 All guns dead
One=3, Two=11, Three=4, Four=11 Generation=2832 All guns dead
One=3, Two=11, Three=4, Four=12 Generation=3496 1 gun alive
One=3, Two=11, Three=5, Four=0 Generation=3798 1 gun alive
One=3, Two=11, Three=5, Four=1 Generation=2254 All guns dead
One=3, Two=11, Three=5, Four=2 Generation=2913 All guns dead
One=3, Two=11, Three=5, Four=3 Generation=2104 All guns dead
One=3, Two=11, Three=5, Four=4 Generation=2434 All guns dead
One=3, Two=11, Three=5, Four=5 Generation=4237 1 gun alive
One=3, Two=11, Three=5, Four=6 Generation=6639 1 gun alive
One=3, Two=11, Three=5, Four=7 Generation=6105 1 gun alive
One=3, Two=11, Three=5, Four=8 Generation=6342 All guns dead
One=3, Two=11, Three=5, Four=9 Generation=4600 All guns dead
One=3, Two=11, Three=5, Four=10 Generation=2951 All guns dead
One=3, Two=11, Three=5, Four=11 Generation=4926 All guns dead
One=3, Two=11, Three=5, Four=12 Generation=3066 All guns dead
One=3, Two=11, Three=6, Four=0 Generation=5581 All guns dead
One=3, Two=11, Three=6, Four=1 Generation=5917 All guns dead
One=3, Two=11, Three=6, Four=2 Generation=406 4 guns alive
One=3, Two=11, Three=6, Four=3 Generation=2266 2 guns alive
One=3, Two=11, Three=6, Four=4 Generation=1687 All guns dead
One=3, Two=11, Three=6, Four=5 Generation=4780 1 gun alive
One=3, Two=11, Three=6, Four=6 Generation=4212 All guns dead
One=3, Two=11, Three=6, Four=7 Generation=5357 1 gun alive
One=3, Two=11, Three=6, Four=8 Generation=1749 All guns dead
One=3, Two=11, Three=6, Four=9 Generation=3004 All guns dead
One=3, Two=11, Three=6, Four=10 Generation=3045 1 gun alive
One=3, Two=11, Three=6, Four=11 Generation=1542 All guns dead
One=3, Two=11, Three=6, Four=12 Generation=8622 All guns dead
One=3, Two=11, Three=7, Four=0 Generation=2044 All guns dead
One=3, Two=11, Three=7, Four=1 Generation=1114 All guns dead
One=3, Two=11, Three=7, Four=2 Generation=1868 All guns dead
One=3, Two=11, Three=7, Four=3 Generation=2254 All guns dead
One=3, Two=11, Three=7, Four=4 Generation=2172 All guns dead
One=3, Two=11, Three=7, Four=5 Generation=2271 2 guns alive
One=3, Two=11, Three=7, Four=6 Generation=1928 All guns dead
One=3, Two=11, Three=7, Four=7 Generation=259 4 guns alive
One=3, Two=11, Three=7, Four=8 Generation=2979 All guns dead
One=3, Two=11, Three=7, Four=9 Generation=6100 All guns dead
One=3, Two=11, Three=7, Four=10 Generation=3514 All guns dead
